/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_260.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_260.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_260.jpg, 0, 0, 0, 7.826598E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_364.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_364.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_364.jpg, 0, 0, 0, 7.828988E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_470.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_470.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_470.jpg, 0, 0, 0, 7.994327E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_571.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_571.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_571.jpg, 0, 0, 0, 7.864917E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_674.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_674.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_674.jpg, 0, 0, 0, 7.936282E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_779.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_779.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_779.jpg, 0, 0, 0, 8.190346E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_883.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_883.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_883.jpg, 0, 0, 0, 8.110819E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_10_983.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_10_983.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_10_983.jpg, 0, 0, 0, 7.983436E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_11_089.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_11_089.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_11_089.jpg, 0, 0, 0, 7.894122E-05
/Users/Edo/Desktop/Deep_learning/Data/IMG/center_2019_08_01_16_59_11_194.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/left_2019_08_01_16_59_11_194.jpg, /Users/Edo/Desktop/Deep_learning/Data/IMG/right_2019_08_01_16_59_11_194.jpg, 0, 0, 0, 8.155862E-05
